name,price,单位
[五至六环]大兴亦庄经济开发区博兴十路与兴海路交叉口,52695,元/㎡
[四至五环]大兴京开高速西红门出口红绿灯西,83000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[五至六环]通州新华北路东侧与永顺东街交汇处,46000,元/㎡
[六环以外]顺义中央别墅区北区京承高速第11出口,38000,元/㎡
[六环以外]涿州涿州东站西北约200米,26,万元/套起
[六环以外]涞水四季童话小镇:赵各庄镇计鹿村;健康谷:三坡镇蓬头村,13000,元/㎡
[六环以外]怀来八达岭高速康庄出口(65出口)西南约3公里,10500,元/㎡
[五至六环]大兴经济技术开发区河西区四合路与兴海一街交叉口东北角,330,万元/套起
[六环以外]顺义白马路与通顺路交叉口西南角,36000,元/㎡起
[外环以外]宝坻京津新城青龙湾北侧,9000,元/㎡
"[六环以外]固安固安温泉商务产业园区(高德搜索牛驼温泉孔雀城,即可到达)",9500,元/㎡
[五至六环]海淀南沙河西路上庄大桥南口向西800米,4000,万元/套
"[三至四环]丰台西三环丽泽桥西北角,玉璞公园东侧",3000,万元/套起
"[四至五环]海淀永丰路与北清路交汇处东北角,中关村壹号北侧公园中",80000,元/㎡
[五至六环]顺义后沙峪中央别墅区,62102,元/㎡
[五至六环]丰台长辛店长云路2号,38600,元/㎡
[五至六环]通州通胡大街与东六环西侧路交叉口南侧,价格待定,
[六环以外]平谷金海湖景区坝前广场西侧500米,490,万元/套起
[六环以外]大厂朝阳大街和保沧高速交汇处,12000,元/㎡起
[五至六环]昌平未来科学城路与未来科学城滨河大道交汇处,61000,元/㎡
[四至五环]丰台南四环新宫地铁站南800米,2800,万元/套起
[五至六环]昌平西北五环外沙河地铁站向南800米处丽春湖北岸,2200,万元/套起
[五至六环]顺义京承高速8号出口路东,800,万元/套起
[五至六环]朝阳京密路与顺黄路交汇处西南方向800米,68924,元/㎡
[五至六环]昌平地铁昌平线沙河地铁站南600米,660,万元/套起
[五至六环]朝阳朝阳北路黄渠地铁站a口西侧,1700,万元/套起
[六环以外]通州京哈高速郎府出口南侧约300米,32000,元/㎡起
[六环以外]涿州京港澳高速影视城47号口东行2.5公里万科·新辰之光接待中心,10244,元/㎡
[五至六环]大兴亦庄经济开发区科创十一街与经海九路交汇处,53980,元/㎡
"霸州霸州市市政府向南约3公里,106国道与工业二路交界北侧",9500,元/㎡
[六环以外]怀来河北省张家口市怀来县官厅湖南岸,11000,元/㎡
[六环以外]北京周边“中国白沟新城”北一环路与东一环路交叉口东南角,8000,元/㎡
"[六环以外]北京周边承德市滦平县巴克什营镇东10公里,g101国道天兆凤凰谷入口",价格待定,
[六环以外]大兴南中轴与龙江路交汇处东300米(世界月季公园北500米),290,万元/套起
[六环以外]门头沟美安路与龙兴南二路交叉点向北500米路西,62000,元/㎡
[五至六环]昌平北亚花园东路,800,万元/套
[六环以外]北京周边张家堡镇粮库西(涿鹿北收费站出口北100米),5800,元/㎡
[六环以外]北京周边保定高碑店市东方纽伦堡路南,130,万元/套起
[五至六环]通州通州运河核心区,60000,元/㎡
[六环以外]大兴庞各庄桥西1500米,37000,元/㎡
[六环以外]丰台泉湖西路与山湖路交汇处(青龙湖公园东门),42289,元/㎡
[五至六环]海淀温泉镇太舟坞,53000,元/㎡
"[六环以外]燕郊燕郊高新区南横一路南侧,燕高北路西侧",15000,元/㎡
[五至六环]石景山石门路东侧500米,49900,元/㎡
[五至六环]大兴义和庄地铁站北600米,42500,元/㎡起
[六环以外]大兴魏善庄镇南中轴龙建路东500米,280,万元/套起
[六环以外]固安北京大兴野生动物园以南3公里106国道路东英国宫售楼处,15500,元/㎡
秦皇岛滨海新大道与文博街交汇处西南,8200,元/㎡起
[六环以外]密云久润东区东侧底商(檀西路与新北路交叉口西北角),25607,元/㎡
[六环以外]大厂102国道与兴盛路交汇处向西200米,15000,元/㎡
[五至六环]大兴四海路与合海街交叉口,价格待定,
[六环以外]香河京哈高速香河大厂出口向北约3公里大香线西侧,11000,元/㎡
[六环以外]北京周边张家口市下花园区北环路北侧,10000,元/㎡
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
[六环以外]门头沟s1号线地铁桥户营站a口旁,53000,元/㎡
[六环以外]延庆百泉路与规划二路交汇处,26000,元/㎡
[六环以外]门头沟西山·永定楼西300米,60000,元/㎡
[五至六环]顺义观承别墅区接待中心(京承高速8号出口),1560,万元/套起
[五至六环]朝阳京密路与顺黄路交叉路口西南方向1000米,68924,元/㎡
[三至四环]朝阳东四环中路58号,1200,万元/套起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
[六环以外]永清廊坊市永清县-永清新区-采留线与273省道西南侧,9800,元/㎡
[五至六环]昌平北七家镇未来科学城南区英才南二街11号院2#楼,50000,元/㎡起
[三至四环]朝阳霄云路缦合·北京,160000,元/㎡起
[六环以外]平谷平蓟路与环镇东路交汇,22000,元/㎡
[五至六环]顺义后沙峪镇峪东路9号,1900,万元/套
[六环以外]密云水库风景区南岸,330,万元/套
[三至四环]丰台宋家庄地铁站f口旁,,元/㎡
[五至六环]顺义后沙峪火沙路与裕庆路交汇口北200米(金地世家广场西),475,万元/套起
[三至四环]丰台西四环中路112号,110000,元/㎡
[四至五环]大兴旧宫地铁站东300米,价格待定,
[四至五环]丰台西南四环·总部基地·郭公庄地铁站,67702,元/㎡
"[二环以内]东城长安街与朝阳门南小街交汇,处建国门大街甲11号",145000,元/㎡
[五至六环]顺义京承高速8出口路东,2800,万元/套
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
[五至六环]通州宋庄镇格拉斯小镇营销中心,66000,元/㎡
[六环以外]顺义京承高速未来科学城出口向北2公里,26000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
廊坊廊沧高速大柳河出口东行5公里文安智慧新城接待中心,6100,元/㎡
[六环以外]涿州京港澳高速健康城出口东行2.5公里,11000,元/㎡
[六环以外]大厂民族宫西北约1公里,16000,元/㎡
[六环以外]涿州京港澳高速影视城47号口东行2.5公里万科·新辰之光接待中心,10244,元/㎡
[五至六环]大兴亦庄经济开发区科创十一街与经海九路交汇处,53980,元/㎡
[六环以外]秦皇岛山海关东·东戴河滨海大道1号,8500,元/㎡
[六环以外]平谷新城,15000,元/㎡
[六环以外]秦皇岛东戴河新区山海关向东五公里,7500,元/㎡
[六环以外]怀来桑园镇鲜养温泉区,11000,元/㎡
"[六环以外]门头沟龙泉镇新桥大街西侧,区政府正对面",56000,元/㎡
[六环以外]北京周边张家堡镇粮库西(涿鹿北收费站出口北100米),5800,元/㎡
[六环以外]北京周边保定高碑店市东方纽伦堡路南,130,万元/套起
[五至六环]通州通州运河核心区,60000,元/㎡
[六环以外]大兴庞各庄桥西1500米,37000,元/㎡
[六环以外]丰台泉湖西路与山湖路交汇处(青龙湖公园东门),42289,元/㎡
[五至六环]海淀温泉镇太舟坞,53000,元/㎡
"[六环以外]燕郊燕郊高新区南横一路南侧,燕高北路西侧",15000,元/㎡
[五至六环]石景山石门路东侧500米,49900,元/㎡
[五至六环]大兴义和庄地铁站北600米,42500,元/㎡起
[六环以外]大兴魏善庄镇南中轴龙建路东500米,280,万元/套起
[六环以外]固安北京大兴野生动物园以南3公里106国道路东英国宫售楼处,15500,元/㎡
[六环以外]北京周边京西北官厅湖南岸观澜墅,10800,元/㎡起
[五至六环]大兴亦庄经济开发区博兴十路与兴海路交叉口,52695,元/㎡
[四至五环]大兴京开高速西红门出口红绿灯西,83000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[五至六环]通州新华北路东侧与永顺东街交汇处,46000,元/㎡
[六环以外]顺义中央别墅区北区京承高速第11出口,38000,元/㎡
[六环以外]香河京哈高速香河大厂出口向北约3公里大香线西侧,11000,元/㎡
[六环以外]北京周边张家口市下花园区北环路北侧,10000,元/㎡
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
[六环以外]门头沟s1号线地铁桥户营站a口旁,53000,元/㎡
[六环以外]旅游地产延庆中关村科技园正南四公里,14000,元/㎡
[六环以外]怀来八达岭官厅湖东南岸,12500,元/㎡
[六环以外]涿州涿州东站西北约200米,26,万元/套起
[六环以外]涞水四季童话小镇:赵各庄镇计鹿村;健康谷:三坡镇蓬头村,13000,元/㎡
[六环以外]怀来八达岭高速康庄出口(65出口)西南约3公里,10500,元/㎡
[五至六环]大兴经济技术开发区河西区四合路与兴海一街交叉口东北角,330,万元/套起
[六环以外]顺义白马路与通顺路交叉口西南角,36000,元/㎡起
[外环以外]宝坻京津新城青龙湾北侧,9000,元/㎡
"[六环以外]固安固安温泉商务产业园区(高德搜索牛驼温泉孔雀城,即可到达)",9500,元/㎡
[五至六环]海淀南沙河西路上庄大桥南口向西800米,4000,万元/套
[五至六环]昌平北七家镇未来科学城南区英才南二街11号院2#楼,50000,元/㎡起
[三至四环]朝阳霄云路缦合·北京,160000,元/㎡起
[六环以外]平谷平蓟路与环镇东路交汇,22000,元/㎡
"霸州霸州市市政府向南约3公里,106国道与工业二路交界北侧",9500,元/㎡
[六环以外]怀来河北省张家口市怀来县官厅湖南岸,11000,元/㎡
[六环以外]北京周边“中国白沟新城”北一环路与东一环路交叉口东南角,8000,元/㎡
"[六环以外]北京周边承德市滦平县巴克什营镇东10公里,g101国道天兆凤凰谷入口",价格待定,
[六环以外]大兴南中轴与龙江路交汇处东300米(世界月季公园北500米),290,万元/套起
[六环以外]门头沟美安路与龙兴南二路交叉点向北500米路西,62000,元/㎡
[五至六环]昌平北亚花园东路,800,万元/套
"[二环以内]东城长安街与朝阳门南小街交汇,处建国门大街甲11号",145000,元/㎡
秦皇岛滨海新大道与文博街交汇处西南,8200,元/㎡起
[六环以外]密云久润东区东侧底商(檀西路与新北路交叉口西北角),25607,元/㎡
[六环以外]大厂102国道与兴盛路交汇处向西200米,15000,元/㎡
[五至六环]大兴四海路与合海街交叉口,价格待定,
[六环以外]秦皇岛山海关东·东戴河滨海大道1号,8500,元/㎡
[六环以外]平谷新城,15000,元/㎡
[六环以外]秦皇岛东戴河新区山海关向东五公里,7500,元/㎡
[六环以外]怀来桑园镇鲜养温泉区,11000,元/㎡
"[六环以外]门头沟龙泉镇新桥大街西侧,区政府正对面",56000,元/㎡
[六环以外]北京周边张家堡镇粮库西(涿鹿北收费站出口北100米),5800,元/㎡
[六环以外]北京周边保定高碑店市东方纽伦堡路南,130,万元/套起
[五至六环]通州通州运河核心区,60000,元/㎡
[六环以外]大兴庞各庄桥西1500米,37000,元/㎡
[六环以外]丰台泉湖西路与山湖路交汇处(青龙湖公园东门),42289,元/㎡
[六环以外]延庆百泉路与规划二路交汇处,26000,元/㎡
[六环以外]门头沟西山·永定楼西300米,60000,元/㎡
[五至六环]顺义观承别墅区接待中心(京承高速8号出口),1560,万元/套起
[五至六环]朝阳京密路与顺黄路交叉路口西南方向1000米,68924,元/㎡
[三至四环]朝阳东四环中路58号,1200,万元/套起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
[六环以外]永清廊坊市永清县-永清新区-采留线与273省道西南侧,9800,元/㎡
[六环以外]北京周边京西北官厅湖南岸观澜墅,10800,元/㎡起
[五至六环]大兴亦庄经济开发区博兴十路与兴海路交叉口,52695,元/㎡
[四至五环]大兴京开高速西红门出口红绿灯西,83000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[五至六环]通州新华北路东侧与永顺东街交汇处,46000,元/㎡
[六环以外]顺义中央别墅区北区京承高速第11出口,38000,元/㎡
[六环以外]香河京哈高速香河大厂出口向北约3公里大香线西侧,11000,元/㎡
[六环以外]北京周边张家口市下花园区北环路北侧,10000,元/㎡
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[五至六环]顺义后沙峪镇峪东路9号,1900,万元/套
[六环以外]密云水库风景区南岸,330,万元/套
[三至四环]丰台宋家庄地铁站f口旁,,元/㎡
[五至六环]顺义后沙峪火沙路与裕庆路交汇口北200米(金地世家广场西),475,万元/套起
[三至四环]丰台西四环中路112号,110000,元/㎡
[四至五环]大兴旧宫地铁站东300米,价格待定,
[四至五环]丰台西南四环·总部基地·郭公庄地铁站,67702,元/㎡
[六环以外]旅游地产延庆中关村科技园正南四公里,14000,元/㎡
[六环以外]怀来八达岭官厅湖东南岸,12500,元/㎡
[六环以外]涿州涿州东站西北约200米,26,万元/套起
[五至六环]顺义京承高速8出口路东,2800,万元/套
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
[五至六环]通州宋庄镇格拉斯小镇营销中心,66000,元/㎡
[六环以外]顺义京承高速未来科学城出口向北2公里,26000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
廊坊廊沧高速大柳河出口东行5公里文安智慧新城接待中心,6100,元/㎡
[六环以外]涿州京港澳高速健康城出口东行2.5公里,11000,元/㎡
[六环以外]大厂民族宫西北约1公里,16000,元/㎡
[六环以外]涿州京港澳高速影视城47号口东行2.5公里万科·新辰之光接待中心,10244,元/㎡
[五至六环]海淀温泉镇太舟坞,53000,元/㎡
"[六环以外]燕郊燕郊高新区南横一路南侧,燕高北路西侧",15000,元/㎡
[五至六环]石景山石门路东侧500米,49900,元/㎡
[五至六环]大兴义和庄地铁站北600米,42500,元/㎡起
[六环以外]大兴魏善庄镇南中轴龙建路东500米,280,万元/套起
[六环以外]固安北京大兴野生动物园以南3公里106国道路东英国宫售楼处,15500,元/㎡
秦皇岛滨海新大道与文博街交汇处西南,8200,元/㎡起
[六环以外]密云久润东区东侧底商(檀西路与新北路交叉口西北角),25607,元/㎡
[六环以外]大厂102国道与兴盛路交汇处向西200米,15000,元/㎡
[五至六环]大兴四海路与合海街交叉口,价格待定,
[六环以外]秦皇岛山海关东·东戴河滨海大道1号,8500,元/㎡
[六环以外]平谷新城,15000,元/㎡
[六环以外]秦皇岛东戴河新区山海关向东五公里,7500,元/㎡
[六环以外]怀来桑园镇鲜养温泉区,11000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
[六环以外]门头沟s1号线地铁桥户营站a口旁,53000,元/㎡
[六环以外]延庆百泉路与规划二路交汇处,26000,元/㎡
[六环以外]门头沟西山·永定楼西300米,60000,元/㎡
[五至六环]顺义观承别墅区接待中心(京承高速8号出口),1560,万元/套起
[五至六环]朝阳京密路与顺黄路交叉路口西南方向1000米,68924,元/㎡
[六环以外]涞水四季童话小镇:赵各庄镇计鹿村;健康谷:三坡镇蓬头村,13000,元/㎡
[六环以外]怀来八达岭高速康庄出口(65出口)西南约3公里,10500,元/㎡
[五至六环]大兴经济技术开发区河西区四合路与兴海一街交叉口东北角,330,万元/套起
[六环以外]顺义白马路与通顺路交叉口西南角,36000,元/㎡起
[外环以外]宝坻京津新城青龙湾北侧,9000,元/㎡
"[六环以外]固安固安温泉商务产业园区(高德搜索牛驼温泉孔雀城,即可到达)",9500,元/㎡
[五至六环]海淀南沙河西路上庄大桥南口向西800米,4000,万元/套
[五至六环]昌平北七家镇未来科学城南区英才南二街11号院2#楼,50000,元/㎡起
[三至四环]朝阳霄云路缦合·北京,160000,元/㎡起
[六环以外]平谷平蓟路与环镇东路交汇,22000,元/㎡
[五至六环]顺义后沙峪镇峪东路9号,1900,万元/套
[六环以外]密云水库风景区南岸,330,万元/套
[三至四环]丰台宋家庄地铁站f口旁,,元/㎡
[五至六环]顺义后沙峪火沙路与裕庆路交汇口北200米(金地世家广场西),475,万元/套起
[三至四环]丰台西四环中路112号,110000,元/㎡
[五至六环]大兴亦庄经济开发区科创十一街与经海九路交汇处,53980,元/㎡
"霸州霸州市市政府向南约3公里,106国道与工业二路交界北侧",9500,元/㎡
[六环以外]怀来河北省张家口市怀来县官厅湖南岸,11000,元/㎡
[六环以外]北京周边“中国白沟新城”北一环路与东一环路交叉口东南角,8000,元/㎡
"[六环以外]北京周边承德市滦平县巴克什营镇东10公里,g101国道天兆凤凰谷入口",价格待定,
[六环以外]大兴南中轴与龙江路交汇处东300米(世界月季公园北500米),290,万元/套起
[六环以外]门头沟美安路与龙兴南二路交叉点向北500米路西,62000,元/㎡
[五至六环]昌平北亚花园东路,800,万元/套
"[二环以内]东城长安街与朝阳门南小街交汇,处建国门大街甲11号",145000,元/㎡
[五至六环]顺义京承高速8出口路东,2800,万元/套
"[六环以外]门头沟龙泉镇新桥大街西侧,区政府正对面",56000,元/㎡
[六环以外]北京周边张家堡镇粮库西(涿鹿北收费站出口北100米),5800,元/㎡
[六环以外]北京周边保定高碑店市东方纽伦堡路南,130,万元/套起
[五至六环]通州通州运河核心区,60000,元/㎡
[六环以外]大兴庞各庄桥西1500米,37000,元/㎡
[六环以外]丰台泉湖西路与山湖路交汇处(青龙湖公园东门),42289,元/㎡
[五至六环]海淀温泉镇太舟坞,53000,元/㎡
[三至四环]朝阳东四环中路58号,1200,万元/套起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
[六环以外]永清廊坊市永清县-永清新区-采留线与273省道西南侧,9800,元/㎡
[六环以外]北京周边京西北官厅湖南岸观澜墅,10800,元/㎡起
[五至六环]大兴亦庄经济开发区博兴十路与兴海路交叉口,52695,元/㎡
[四至五环]大兴京开高速西红门出口红绿灯西,83000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[五至六环]通州新华北路东侧与永顺东街交汇处,46000,元/㎡
[六环以外]顺义中央别墅区北区京承高速第11出口,38000,元/㎡
[六环以外]香河京哈高速香河大厂出口向北约3公里大香线西侧,11000,元/㎡
[六环以外]北京周边张家口市下花园区北环路北侧,10000,元/㎡
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
[六环以外]门头沟s1号线地铁桥户营站a口旁,53000,元/㎡
[四至五环]大兴旧宫地铁站东300米,价格待定,
[四至五环]丰台西南四环·总部基地·郭公庄地铁站,67702,元/㎡
[六环以外]旅游地产延庆中关村科技园正南四公里,14000,元/㎡
[六环以外]怀来八达岭官厅湖东南岸,12500,元/㎡
[六环以外]涿州涿州东站西北约200米,26,万元/套起
[六环以外]涞水四季童话小镇:赵各庄镇计鹿村;健康谷:三坡镇蓬头村,13000,元/㎡
[六环以外]怀来八达岭高速康庄出口(65出口)西南约3公里,10500,元/㎡
[五至六环]大兴经济技术开发区河西区四合路与兴海一街交叉口东北角,330,万元/套起
[六环以外]顺义白马路与通顺路交叉口西南角,36000,元/㎡起
[外环以外]宝坻京津新城青龙湾北侧,9000,元/㎡
"[六环以外]固安固安温泉商务产业园区(高德搜索牛驼温泉孔雀城,即可到达)",9500,元/㎡
[五至六环]海淀南沙河西路上庄大桥南口向西800米,4000,万元/套
[五至六环]昌平北七家镇未来科学城南区英才南二街11号院2#楼,50000,元/㎡起
[三至四环]朝阳霄云路缦合·北京,160000,元/㎡起
[六环以外]平谷平蓟路与环镇东路交汇,22000,元/㎡
"[六环以外]燕郊燕郊高新区南横一路南侧,燕高北路西侧",15000,元/㎡
[五至六环]石景山石门路东侧500米,49900,元/㎡
[五至六环]大兴义和庄地铁站北600米,42500,元/㎡起
[六环以外]大兴魏善庄镇南中轴龙建路东500米,280,万元/套起
[六环以外]延庆百泉路与规划二路交汇处,26000,元/㎡
[六环以外]门头沟西山·永定楼西300米,60000,元/㎡
[五至六环]顺义观承别墅区接待中心(京承高速8号出口),1560,万元/套起
[五至六环]朝阳京密路与顺黄路交叉路口西南方向1000米,68924,元/㎡
[三至四环]朝阳东四环中路58号,1200,万元/套起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
[六环以外]永清廊坊市永清县-永清新区-采留线与273省道西南侧,9800,元/㎡
[六环以外]北京周边京西北官厅湖南岸观澜墅,10800,元/㎡起
[五至六环]大兴亦庄经济开发区博兴十路与兴海路交叉口,52695,元/㎡
[四至五环]大兴京开高速西红门出口红绿灯西,83000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[五至六环]通州新华北路东侧与永顺东街交汇处,46000,元/㎡
[六环以外]顺义中央别墅区北区京承高速第11出口,38000,元/㎡
[五至六环]顺义后沙峪镇峪东路9号,1900,万元/套
[六环以外]密云水库风景区南岸,330,万元/套
[三至四环]丰台宋家庄地铁站f口旁,,元/㎡
[五至六环]顺义后沙峪火沙路与裕庆路交汇口北200米(金地世家广场西),475,万元/套起
[三至四环]丰台西四环中路112号,110000,元/㎡
[四至五环]大兴旧宫地铁站东300米,价格待定,
[四至五环]丰台西南四环·总部基地·郭公庄地铁站,67702,元/㎡
[六环以外]旅游地产延庆中关村科技园正南四公里,14000,元/㎡
[六环以外]怀来八达岭官厅湖东南岸,12500,元/㎡
[六环以外]涿州涿州东站西北约200米,26,万元/套起
[六环以外]涞水四季童话小镇:赵各庄镇计鹿村;健康谷:三坡镇蓬头村,13000,元/㎡
[六环以外]怀来八达岭高速康庄出口(65出口)西南约3公里,10500,元/㎡
[五至六环]大兴经济技术开发区河西区四合路与兴海一街交叉口东北角,330,万元/套起
[六环以外]顺义白马路与通顺路交叉口西南角,36000,元/㎡起
[外环以外]宝坻京津新城青龙湾北侧,9000,元/㎡
[六环以外]固安北京大兴野生动物园以南3公里106国道路东英国宫售楼处,15500,元/㎡
秦皇岛滨海新大道与文博街交汇处西南,8200,元/㎡起
[六环以外]密云久润东区东侧底商(檀西路与新北路交叉口西北角),25607,元/㎡
[六环以外]香河京哈高速香河大厂出口向北约3公里大香线西侧,11000,元/㎡
[六环以外]北京周边张家口市下花园区北环路北侧,10000,元/㎡
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
[六环以外]门头沟s1号线地铁桥户营站a口旁,53000,元/㎡
[六环以外]延庆百泉路与规划二路交汇处,26000,元/㎡
"[六环以外]固安固安温泉商务产业园区(高德搜索牛驼温泉孔雀城,即可到达)",9500,元/㎡
[六环以外]大厂102国道与兴盛路交汇处向西200米,15000,元/㎡
[五至六环]大兴四海路与合海街交叉口,价格待定,
[六环以外]秦皇岛山海关东·东戴河滨海大道1号,8500,元/㎡
[六环以外]平谷新城,15000,元/㎡
[六环以外]秦皇岛东戴河新区山海关向东五公里,7500,元/㎡
[六环以外]怀来桑园镇鲜养温泉区,11000,元/㎡
[六环以外]门头沟西山·永定楼西300米,60000,元/㎡
[五至六环]顺义观承别墅区接待中心(京承高速8号出口),1560,万元/套起
[五至六环]朝阳京密路与顺黄路交叉路口西南方向1000米,68924,元/㎡
[三至四环]朝阳东四环中路58号,1200,万元/套起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
[六环以外]永清廊坊市永清县-永清新区-采留线与273省道西南侧,9800,元/㎡
[六环以外]北京周边京西北官厅湖南岸观澜墅,10800,元/㎡起
[五至六环]大兴亦庄经济开发区博兴十路与兴海路交叉口,52695,元/㎡
[四至五环]大兴京开高速西红门出口红绿灯西,83000,元/㎡
[六环以外]延庆北京市延庆区延庆新城03街区会展中心东侧地块,35000,元/㎡
"[六环以外]门头沟龙泉镇新桥大街西侧,区政府正对面",56000,元/㎡
[六环以外]北京周边张家堡镇粮库西(涿鹿北收费站出口北100米),5800,元/㎡
[六环以外]北京周边保定高碑店市东方纽伦堡路南,130,万元/套起
[五至六环]通州通州运河核心区,60000,元/㎡
[六环以外]大兴庞各庄桥西1500米,37000,元/㎡
[六环以外]丰台泉湖西路与山湖路交汇处(青龙湖公园东门),42289,元/㎡
[五至六环]海淀温泉镇太舟坞,53000,元/㎡
"[六环以外]燕郊燕郊高新区南横一路南侧,燕高北路西侧",15000,元/㎡
[五至六环]石景山石门路东侧500米,49900,元/㎡
[五至六环]大兴义和庄地铁站北600米,42500,元/㎡起
[六环以外]大兴魏善庄镇南中轴龙建路东500米,280,万元/套起
[六环以外]固安北京大兴野生动物园以南3公里106国道路东英国宫售楼处,15500,元/㎡
秦皇岛滨海新大道与文博街交汇处西南,8200,元/㎡起
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[五至六环]通州新华北路东侧与永顺东街交汇处,46000,元/㎡
[六环以外]顺义中央别墅区北区京承高速第11出口,38000,元/㎡
[六环以外]香河京哈高速香河大厂出口向北约3公里大香线西侧,11000,元/㎡
[六环以外]北京周边张家口市下花园区北环路北侧,10000,元/㎡
[五至六环]通州环渤海总部基地北侧,50000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,16500,元/㎡
[六环以外]怀柔京密路辅路与怀杨路交叉口东100m,29438,元/㎡
